"","adj","p.val","fc","auc.mat","log10p","log2fc"
"k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB9524|s__GGB9524_SGB14924",0.0890579964902195,0.0461224434808003,0.366741462075525,0.52870955011839,1.05032707928148,-1.44716471525912
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans",7.38602140604379e-05,1.72460351218069e-05,-2.49474733977819,0.392462509865825,4.13158943801821,-1.31889371131135
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_SGB4573",0.45846343811594,0.386066231089176,0,0.506503222836096,0.338695293053129,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3175|s__GGB3175_SGB4191",0.102691658632545,0.0543321227456328,0.225091607015735,0.535007234938174,0.988464831543723,-2.15141583082084
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB14861",3.02278710460386e-09,4.16669091026615e-10,-3.0968783925822,0.347852538805577,8.51959243917734,-1.63081473275001
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_SGB6276",1.82785780663292e-23,1.04123422753792e-24,-4.10058958362127,0.264034135753749,22.7380575920795,-2.03583135563675
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa",0.491838136157943,0.415388788834734,0.408637601615533,0.513762825572218,0.308177799955101,-1.29110613220553
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3653|s__GGB3653_SGB4964",0.494939619890292,0.418261810471811,-0.562549737426937,0.483014338332018,0.305447779547075,0.829947438083073
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9724|s__GGB9724_SGB15278",0.015943863336992,0.00605128778457531,0,0.531883057090239,1.79740643685176,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera|s__Waltera_intestinalis",2.24565718745367e-07,3.74947459345113e-08,-2.97453484112473,0.364550447250723,6.64865654057698,-1.572664076867
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecicola",6.74325810803719e-24,3.75489306212337e-25,-2.49639698952886,0.311546303604315,23.1711302167506,-1.31984737702171
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33469|s__GGB33469_SGB15236",3.42402824400595e-07,5.74619139078632e-08,-2.48865613158441,0.372500657721652,6.46546266158678,-1.31536690065632
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis",4.22276721085022e-15,3.86609142542612e-16,-3.31811316464715,0.308964746119442,14.3744028593352,-1.73036309042011
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_faecicola",0.382360209501881,0.302844699198945,0.168556608234856,0.518103788476717,0.417527309107499,-2.56869490582825
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae",5.82788870905657e-07,1.02780683100195e-07,-2.81926054829891,0.369129834254144,6.23448875022808,-1.49531681397388
